"Ft","Country","time_t","time_t1","N0","N"
634,"DE",2,3,620,768
630,"DE",3,4,620,768
633,"DE",4,5,620,768
633,"DE",5,6,620,768
644,"DE",1,2,621,768
635,"DE",2,3,621,768
631,"DE",3,4,621,768
634,"DE",4,5,621,768
634,"DE",5,6,621,768
645,"DE",1,2,622,768
635,"DE",2,3,622,768
633,"DE",3,4,622,768
635,"DE",4,5,622,768
634,"DE",5,6,622,768
646,"DE",1,2,623,768
636,"DE",2,3,623,768
633,"DE",3,4,623,768
635,"DE",4,5,623,768
635,"DE",5,6,623,768
646,"DE",1,2,624,768
637,"DE",2,3,624,768
633,"DE",3,4,624,768
637,"DE",4,5,624,768
636,"DE",5,6,624,768
647,"DE",1,2,625,768
638,"DE",2,3,625,768
634,"DE",3,4,625,768
639,"DE",4,5,625,768
636,"DE",5,6,625,768
647,"DE",1,2,626,768
638,"DE",2,3,626,768
635,"DE",3,4,626,768
640,"DE",4,5,626,768
638,"DE",5,6,626,768
648,"DE",1,2,627,768
639,"DE",2,3,627,768
637,"DE",3,4,627,768
641,"DE",4,5,627,768
640,"DE",5,6,627,768
648,"DE",1,2,628,768
640,"DE",2,3,628,768
638,"DE",3,4,628,768
642,"DE",4,5,628,768
640,"DE",5,6,628,768
648,"DE",1,2,629,768
642,"DE",2,3,629,768
639,"DE",3,4,629,768
643,"DE",4,5,629,768
641,"DE",5,6,629,768
650,"DE",1,2,630,768
642,"DE",2,3,630,768
640,"DE",3,4,630,768
645,"DE",4,5,630,768
642,"DE",5,6,630,768
652,"DE",1,2,631,768
644,"DE",2,3,631,768
640,"DE",3,4,631,768
647,"DE",4,5,631,768
642,"DE",5,6,631,768
653,"DE",1,2,632,768
644,"DE",2,3,632,768
642,"DE",3,4,632,768
647,"DE",4,5,632,768
643,"DE",5,6,632,768
654,"DE",1,2,633,768
645,"DE",2,3,633,768
643,"DE",3,4,633,768
647,"DE",4,5,633,768
645,"DE",5,6,633,768
656,"DE",1,2,634,768
645,"DE",2,3,634,768
645,"DE",3,4,634,768
647,"DE",4,5,634,768
645,"DE",5,6,634,768
657,"DE",1,2,635,768
647,"DE",2,3,635,768
645,"DE",3,4,635,768
649,"DE",4,5,635,768
646,"DE",5,6,635,768
657,"DE",1,2,636,768
648,"DE",2,3,636,768
646,"DE",3,4,636,768
650,"DE",4,5,636,768
646,"DE",5,6,636,768
658,"DE",1,2,637,768
650,"DE",2,3,637,768
646,"DE",3,4,637,768
651,"DE",4,5,637,768
646,"DE",5,6,637,768
658,"DE",1,2,638,768
651,"DE",2,3,638,768
647,"DE",3,4,638,768
652,"DE",4,5,638,768
646,"DE",5,6,638,768
659,"DE",1,2,639,768
652,"DE",2,3,639,768
648,"DE",3,4,639,768
654,"DE",4,5,639,768
647,"DE",5,6,639,768
660,"DE",1,2,640,768
653,"DE",2,3,640,768
649,"DE",3,4,640,768
655,"DE",4,5,640,768
648,"DE",5,6,640,768
661,"DE",1,2,641,768
654,"DE",2,3,641,768
650,"DE",3,4,641,768
655,"DE",4,5,641,768
650,"DE",5,6,641,768
663,"DE",1,2,642,768
656,"DE",2,3,642,768
651,"DE",3,4,642,768
655,"DE",4,5,642,768
652,"DE",5,6,642,768
664,"DE",1,2,643,768
656,"DE",2,3,643,768
652,"DE",3,4,643,768
655,"DE",4,5,643,768
654,"DE",5,6,643,768
664,"DE",1,2,644,768
657,"DE",2,3,644,768
653,"DE",3,4,644,768
656,"DE",4,5,644,768
655,"DE",5,6,644,768
665,"DE",1,2,645,768
657,"DE",2,3,645,768
655,"DE",3,4,645,768
657,"DE",4,5,645,768
655,"DE",5,6,645,768
665,"DE",1,2,646,768
657,"DE",2,3,646,768
656,"DE",3,4,646,768
659,"DE",4,5,646,768
655,"DE",5,6,646,768
666,"DE",1,2,647,768
658,"DE",2,3,647,768
656,"DE",3,4,647,768
660,"DE",4,5,647,768
657,"DE",5,6,647,768
667,"DE",1,2,648,768
659,"DE",2,3,648,768
656,"DE",3,4,648,768
660,"DE",4,5,648,768
659,"DE",5,6,648,768
667,"DE",1,2,649,768
661,"DE",2,3,649,768
658,"DE",3,4,649,768
662,"DE",4,5,649,768
660,"DE",5,6,649,768
668,"DE",1,2,650,768
661,"DE",2,3,650,768
659,"DE",3,4,650,768
663,"DE",4,5,650,768
660,"DE",5,6,650,768
669,"DE",1,2,651,768
661,"DE",2,3,651,768
661,"DE",3,4,651,768
664,"DE",4,5,651,768
662,"DE",5,6,651,768
670,"DE",1,2,652,768
663,"DE",2,3,652,768
662,"DE",3,4,652,768
665,"DE",4,5,652,768
663,"DE",5,6,652,768
671,"DE",1,2,653,768
663,"DE",2,3,653,768
664,"DE",3,4,653,768
666,"DE",4,5,653,768
664,"DE",5,6,653,768
671,"DE",1,2,654,768
664,"DE",2,3,654,768
665,"DE",3,4,654,768
667,"DE",4,5,654,768
664,"DE",5,6,654,768
672,"DE",1,2,655,768
665,"DE",2,3,655,768
666,"DE",3,4,655,768
668,"DE",4,5,655,768
664,"DE",5,6,655,768
673,"DE",1,2,656,768
665,"DE",2,3,656,768
666,"DE",3,4,656,768
669,"DE",4,5,656,768
665,"DE",5,6,656,768
674,"DE",1,2,657,768
666,"DE",2,3,657,768
667,"DE",3,4,657,768
670,"DE",4,5,657,768
665,"DE",5,6,657,768
675,"DE",1,2,658,768
667,"DE",2,3,658,768
668,"DE",3,4,658,768
671,"DE",4,5,658,768
666,"DE",5,6,658,768
675,"DE",1,2,659,768
669,"DE",2,3,659,768
669,"DE",3,4,659,768
671,"DE",4,5,659,768
666,"DE",5,6,659,768
677,"DE",1,2,660,768
669,"DE",2,3,660,768
670,"DE",3,4,660,768
673,"DE",4,5,660,768
668,"DE",5,6,660,768
679,"DE",1,2,661,768
670,"DE",2,3,661,768
671,"DE",3,4,661,768
674,"DE",4,5,661,768
669,"DE",5,6,661,768
680,"DE",1,2,662,768
670,"DE",2,3,662,768
671,"DE",3,4,662,768
676,"DE",4,5,662,768
670,"DE",5,6,662,768
681,"DE",1,2,663,768
670,"DE",2,3,663,768
672,"DE",3,4,663,768
676,"DE",4,5,663,768
670,"DE",5,6,663,768
683,"DE",1,2,664,768
671,"DE",2,3,664,768
673,"DE",3,4,664,768
676,"DE",4,5,664,768
672,"DE",5,6,664,768
683,"DE",1,2,665,768
672,"DE",2,3,665,768
675,"DE",3,4,665,768
676,"DE",4,5,665,768
674,"DE",5,6,665,768
683,"DE",1,2,666,768
674,"DE",2,3,666,768
676,"DE",3,4,666,768
677,"DE",4,5,666,768
676,"DE",5,6,666,768
684,"DE",1,2,667,768
675,"DE",2,3,667,768
678,"DE",3,4,667,768
677,"DE",4,5,667,768
677,"DE",5,6,667,768
685,"DE",1,2,668,768
676,"DE",2,3,668,768
679,"DE",3,4,668,768
677,"DE",4,5,668,768
678,"DE",5,6,668,768
686,"DE",1,2,669,768
678,"DE",2,3,669,768
680,"DE",3,4,669,768
678,"DE",4,5,669,768
679,"DE",5,6,669,768
687,"DE",1,2,670,768
679,"DE",2,3,670,768
680,"DE",3,4,670,768
678,"DE",4,5,670,768
679,"DE",5,6,670,768
689,"DE",1,2,671,768
681,"DE",2,3,671,768
681,"DE",3,4,671,768
678,"DE",4,5,671,768
681,"DE",5,6,671,768
690,"DE",1,2,672,768
681,"DE",2,3,672,768
681,"DE",3,4,672,768
680,"DE",4,5,672,768
682,"DE",5,6,672,768
691,"DE",1,2,673,768
683,"DE",2,3,673,768
682,"DE",3,4,673,768
682,"DE",4,5,673,768
682,"DE",5,6,673,768
691,"DE",1,2,674,768
684,"DE",2,3,674,768
682,"DE",3,4,674,768
684,"DE",4,5,674,768
682,"DE",5,6,674,768
692,"DE",1,2,675,768
685,"DE",2,3,675,768
683,"DE",3,4,675,768
684,"DE",4,5,675,768
684,"DE",5,6,675,768
693,"DE",1,2,676,768
686,"DE",2,3,676,768
683,"DE",3,4,676,768
686,"DE",4,5,676,768
685,"DE",5,6,676,768
693,"DE",1,2,677,768
687,"DE",2,3,677,768
685,"DE",3,4,677,768
688,"DE",4,5,677,768
687,"DE",5,6,677,768
693,"DE",1,2,678,768
689,"DE",2,3,678,768
686,"DE",3,4,678,768
689,"DE",4,5,678,768
688,"DE",5,6,678,768
694,"DE",1,2,679,768
689,"DE",2,3,679,768
687,"DE",3,4,679,768
690,"DE",4,5,679,768
688,"DE",5,6,679,768
694,"DE",1,2,680,768
691,"DE",2,3,680,768
689,"DE",3,4,680,768
691,"DE",4,5,680,768
689,"DE",5,6,680,768
695,"DE",1,2,681,768
692,"DE",2,3,681,768
691,"DE",3,4,681,768
692,"DE",4,5,681,768
689,"DE",5,6,681,768
696,"DE",1,2,682,768
693,"DE",2,3,682,768
692,"DE",3,4,682,768
694,"DE",4,5,682,768
689,"DE",5,6,682,768
697,"DE",1,2,683,768
694,"DE",2,3,683,768
693,"DE",3,4,683,768
696,"DE",4,5,683,768
690,"DE",5,6,683,768
699,"DE",1,2,684,768
695,"DE",2,3,684,768
693,"DE",3,4,684,768
697,"DE",4,5,684,768
691,"DE",5,6,684,768
700,"DE",1,2,685,768
697,"DE",2,3,685,768
694,"DE",3,4,685,768
698,"DE",4,5,685,768
692,"DE",5,6,685,768
701,"DE",1,2,686,768
697,"DE",2,3,686,768
696,"DE",3,4,686,768
698,"DE",4,5,686,768
693,"DE",5,6,686,768
702,"DE",1,2,687,768
698,"DE",2,3,687,768
696,"DE",3,4,687,768
700,"DE",4,5,687,768
695,"DE",5,6,687,768
702,"DE",1,2,688,768
700,"DE",2,3,688,768
697,"DE",3,4,688,768
700,"DE",4,5,688,768
696,"DE",5,6,688,768
704,"DE",1,2,689,768
700,"DE",2,3,689,768
698,"DE",3,4,689,768
701,"DE",4,5,689,768
697,"DE",5,6,689,768
704,"DE",1,2,690,768
702,"DE",2,3,690,768
698,"DE",3,4,690,768
702,"DE",4,5,690,768
699,"DE",5,6,690,768
704,"DE",1,2,691,768
702,"DE",2,3,691,768
700,"DE",3,4,691,768
703,"DE",4,5,691,768
700,"DE",5,6,691,768
704,"DE",1,2,692,768
705,"DE",2,3,692,768
701,"DE",3,4,692,768
705,"DE",4,5,692,768
700,"DE",5,6,692,768
704,"DE",1,2,693,768
706,"DE",2,3,693,768
703,"DE",3,4,693,768
705,"DE",4,5,693,768
702,"DE",5,6,693,768
705,"DE",1,2,694,768
707,"DE",2,3,694,768
703,"DE",3,4,694,768
706,"DE",4,5,694,768
704,"DE",5,6,694,768
706,"DE",1,2,695,768
708,"DE",2,3,695,768
703,"DE",3,4,695,768
707,"DE",4,5,695,768
704,"DE",5,6,695,768
707,"DE",1,2,696,768
709,"DE",2,3,696,768
704,"DE",3,4,696,768
707,"DE",4,5,696,768
705,"DE",5,6,696,768
708,"DE",1,2,697,768
711,"DE",2,3,697,768
704,"DE",3,4,697,768
707,"DE",4,5,697,768
706,"DE",5,6,697,768
709,"DE",1,2,698,768
712,"DE",2,3,698,768
705,"DE",3,4,698,768
708,"DE",4,5,698,768
708,"DE",5,6,698,768
711,"DE",1,2,699,768
712,"DE",2,3,699,768
707,"DE",3,4,699,768
709,"DE",4,5,699,768
709,"DE",5,6,699,768
711,"DE",1,2,700,768
713,"DE",2,3,700,768
707,"DE",3,4,700,768
711,"DE",4,5,700,768
710,"DE",5,6,700,768
711,"DE",1,2,701,768
713,"DE",2,3,701,768
708,"DE",3,4,701,768
712,"DE",4,5,701,768
710,"DE",5,6,701,768
711,"DE",1,2,702,768
714,"DE",2,3,702,768
708,"DE",3,4,702,768
714,"DE",4,5,702,768
712,"DE",5,6,702,768
713,"DE",1,2,703,768
716,"DE",2,3,703,768
709,"DE",3,4,703,768
715,"DE",4,5,703,768
712,"DE",5,6,703,768
715,"DE",1,2,704,768
716,"DE",2,3,704,768
711,"DE",3,4,704,768
715,"DE",4,5,704,768
714,"DE",5,6,704,768
717,"DE",1,2,705,768
718,"DE",2,3,705,768
712,"DE",3,4,705,768
717,"DE",4,5,705,768
714,"DE",5,6,705,768
717,"DE",1,2,706,768
720,"DE",2,3,706,768
714,"DE",3,4,706,768
717,"DE",4,5,706,768
715,"DE",5,6,706,768
718,"DE",1,2,707,768
721,"DE",2,3,707,768
715,"DE",3,4,707,768
718,"DE",4,5,707,768
715,"DE",5,6,707,768
719,"DE",1,2,708,768
723,"DE",2,3,708,768
715,"DE",3,4,708,768
720,"DE",4,5,708,768
715,"DE",5,6,708,768
720,"DE",1,2,709,768
725,"DE",2,3,709,768
715,"DE",3,4,709,768
720,"DE",4,5,709,768
717,"DE",5,6,709,768
721,"DE",1,2,710,768
726,"DE",2,3,710,768
716,"DE",3,4,710,768
722,"DE",4,5,710,768
717,"DE",5,6,710,768
722,"DE",1,2,711,768
728,"DE",2,3,711,768
716,"DE",3,4,711,768
723,"DE",4,5,711,768
718,"DE",5,6,711,768
723,"DE",1,2,712,768
730,"DE",2,3,712,768
717,"DE",3,4,712,768
724,"DE",4,5,712,768
719,"DE",5,6,712,768
724,"DE",1,2,713,768
731,"DE",2,3,713,768
719,"DE",3,4,713,768
725,"DE",4,5,713,768
719,"DE",5,6,713,768
726,"DE",1,2,714,768
731,"DE",2,3,714,768
720,"DE",3,4,714,768
725,"DE",4,5,714,768
720,"DE",5,6,714,768
726,"DE",1,2,715,768
732,"DE",2,3,715,768
721,"DE",3,4,715,768
726,"DE",4,5,715,768
721,"DE",5,6,715,768
727,"DE",1,2,716,768
732,"DE",2,3,716,768
722,"DE",3,4,716,768
727,"DE",4,5,716,768
723,"DE",5,6,716,768
728,"DE",1,2,717,768
732,"DE",2,3,717,768
723,"DE",3,4,717,768
727,"DE",4,5,717,768
725,"DE",5,6,717,768
728,"DE",1,2,718,768
734,"DE",2,3,718,768
723,"DE",3,4,718,768
728,"DE",4,5,718,768
725,"DE",5,6,718,768
728,"DE",1,2,719,768
735,"DE",2,3,719,768
724,"DE",3,4,719,768
729,"DE",4,5,719,768
727,"DE",5,6,719,768
729,"DE",1,2,720,768
737,"DE",2,3,720,768
724,"DE",3,4,720,768
731,"DE",4,5,720,768
729,"DE",5,6,720,768
731,"DE",1,2,721,768
737,"DE",2,3,721,768
726,"DE",3,4,721,768
732,"DE",4,5,721,768
729,"DE",5,6,721,768
732,"DE",1,2,722,768
738,"DE",2,3,722,768
728,"DE",3,4,722,768
732,"DE",4,5,722,768
731,"DE",5,6,722,768
732,"DE",1,2,723,768
738,"DE",2,3,723,768
730,"DE",3,4,723,768
732,"DE",4,5,723,768
732,"DE",5,6,723,768
733,"DE",1,2,724,768
739,"DE",2,3,724,768
732,"DE",3,4,724,768
732,"DE",4,5,724,768
734,"DE",5,6,724,768
733,"DE",1,2,725,768
740,"DE",2,3,725,768
733,"DE",3,4,725,768
733,"DE",4,5,725,768
735,"DE",5,6,725,768
734,"DE",1,2,726,768
740,"DE",2,3,726,768
735,"DE",3,4,726,768
734,"DE",4,5,726,768
736,"DE",5,6,726,768
735,"DE",1,2,727,768
740,"DE",2,3,727,768
735,"DE",3,4,727,768
735,"DE",4,5,727,768
738,"DE",5,6,727,768
736,"DE",1,2,728,768
740,"DE",2,3,728,768
736,"DE",3,4,728,768
736,"DE",4,5,728,768
738,"DE",5,6,728,768
736,"DE",1,2,729,768
741,"DE",2,3,729,768
738,"DE",3,4,729,768
738,"DE",4,5,729,768
739,"DE",5,6,729,768
738,"DE",1,2,730,768
741,"DE",2,3,730,768
738,"DE",3,4,730,768
740,"DE",4,5,730,768
739,"DE",5,6,730,768
739,"DE",1,2,731,768
742,"DE",2,3,731,768
739,"DE",3,4,731,768
741,"DE",4,5,731,768
741,"DE",5,6,731,768
739,"DE",1,2,732,768
743,"DE",2,3,732,768
739,"DE",3,4,732,768
742,"DE",4,5,732,768
742,"DE",5,6,732,768
741,"DE",1,2,733,768
744,"DE",2,3,733,768
739,"DE",3,4,733,768
744,"DE",4,5,733,768
743,"DE",5,6,733,768
742,"DE",1,2,734,768
745,"DE",2,3,734,768
741,"DE",3,4,734,768
744,"DE",4,5,734,768
743,"DE",5,6,734,768
743,"DE",1,2,735,768
745,"DE",2,3,735,768
742,"DE",3,4,735,768
745,"DE",4,5,735,768
745,"DE",5,6,735,768
745,"DE",1,2,736,768
746,"DE",2,3,736,768
743,"DE",3,4,736,768
745,"DE",4,5,736,768
745,"DE",5,6,736,768
747,"DE",1,2,737,768
747,"DE",2,3,737,768
743,"DE",3,4,737,768
745,"DE",4,5,737,768
746,"DE",5,6,737,768
749,"DE",1,2,738,768
747,"DE",2,3,738,768
743,"DE",3,4,738,768
746,"DE",4,5,738,768
747,"DE",5,6,738,768
749,"DE",1,2,739,768
748,"DE",2,3,739,768
745,"DE",3,4,739,768
747,"DE",4,5,739,768
747,"DE",5,6,739,768
749,"DE",1,2,740,768
749,"DE",2,3,740,768
745,"DE",3,4,740,768
748,"DE",4,5,740,768
749,"DE",5,6,740,768
749,"DE",1,2,741,768
750,"DE",2,3,741,768
746,"DE",3,4,741,768
748,"DE",4,5,741,768
750,"DE",5,6,741,768
749,"DE",1,2,742,768
750,"DE",2,3,742,768
748,"DE",3,4,742,768
748,"DE",4,5,742,768
751,"DE",5,6,742,768
750,"DE",1,2,743,768
750,"DE",2,3,743,768
749,"DE",3,4,743,768
749,"DE",4,5,743,768
752,"DE",5,6,743,768
751,"DE",1,2,744,768
752,"DE",2,3,744,768
750,"DE",3,4,744,768
750,"DE",4,5,744,768
753,"DE",5,6,744,768
752,"DE",1,2,745,768
753,"DE",2,3,745,768
750,"DE",3,4,745,768
750,"DE",4,5,745,768
753,"DE",5,6,745,768
753,"DE",1,2,746,768
753,"DE",2,3,746,768
752,"DE",3,4,746,768
752,"DE",4,5,746,768
753,"DE",5,6,746,768
753,"DE",1,2,747,768
754,"DE",2,3,747,768
752,"DE",3,4,747,768
754,"DE",4,5,747,768
754,"DE",5,6,747,768
753,"DE",1,2,748,768
755,"DE",2,3,748,768
752,"DE",3,4,748,768
755,"DE",4,5,748,768
755,"DE",5,6,748,768
753,"DE",1,2,749,768
756,"DE",2,3,749,768
753,"DE",3,4,749,768
755,"DE",4,5,749,768
755,"DE",5,6,749,768
754,"DE",1,2,750,768
758,"DE",2,3,750,768
754,"DE",3,4,750,768
756,"DE",4,5,750,768
757,"DE",5,6,750,768
756,"DE",1,2,751,768
758,"DE",2,3,751,768
754,"DE",3,4,751,768
757,"DE",4,5,751,768
758,"DE",5,6,751,768
756,"DE",1,2,752,768
759,"DE",2,3,752,768
756,"DE",3,4,752,768
757,"DE",4,5,752,768
759,"DE",5,6,752,768
757,"DE",1,2,753,768
759,"DE",2,3,753,768
756,"DE",3,4,753,768
758,"DE",4,5,753,768
759,"DE",5,6,753,768
759,"DE",1,2,754,768
761,"DE",2,3,754,768
756,"DE",3,4,754,768
759,"DE",4,5,754,768
760,"DE",5,6,754,768
759,"DE",1,2,755,768
762,"DE",2,3,755,768
756,"DE",3,4,755,768
759,"DE",4,5,755,768
762,"DE",5,6,755,768
760,"DE",1,2,756,768
763,"DE",2,3,756,768
757,"DE",3,4,756,768
760,"DE",4,5,756,768
762,"DE",5,6,756,768
762,"DE",1,2,757,768
763,"DE",2,3,757,768
759,"DE",3,4,757,768
761,"DE",4,5,757,768
763,"DE",5,6,757,768
763,"DE",1,2,758,768
763,"DE",2,3,758,768
760,"DE",3,4,758,768
762,"DE",4,5,758,768
763,"DE",5,6,758,768
763,"DE",1,2,759,768
765,"DE",2,3,759,768
761,"DE",3,4,759,768
763,"DE",4,5,759,768
763,"DE",5,6,759,768
763,"DE",1,2,760,768
765,"DE",2,3,760,768
763,"DE",3,4,760,768
764,"DE",4,5,760,768
763,"DE",5,6,760,768
763,"DE",1,2,761,768
765,"DE",2,3,761,768
763,"DE",3,4,761,768
765,"DE",4,5,761,768
764,"DE",5,6,761,768
765,"DE",1,2,762,768
765,"DE",2,3,762,768
765,"DE",3,4,762,768
765,"DE",4,5,762,768
764,"DE",5,6,762,768
766,"DE",1,2,763,768
765,"DE",2,3,763,768
765,"DE",3,4,763,768
765,"DE",4,5,763,768
765,"DE",5,6,763,768
767,"DE",1,2,764,768
765,"DE",2,3,764,768
765,"DE",3,4,764,768
766,"DE",4,5,764,768
766,"DE",5,6,764,768
767,"DE",1,2,765,768
766,"DE",2,3,765,768
765,"DE",3,4,765,768
767,"DE",4,5,765,768
766,"DE",5,6,765,768
767,"DE",1,2,766,768
766,"DE",2,3,766,768
766,"DE",3,4,766,768
768,"DE",4,5,766,768
767,"DE",5,6,766,768
768,"DE",1,2,767,768
767,"DE",2,3,767,768
767,"DE",3,4,767,768
768,"DE",4,5,767,768
768,"DE",5,6,767,768
768,"DE",1,2,768,768
768,"DE",2,3,768,768
768,"DE",3,4,768,768
768,"DE",4,5,768,768
768,"DE",5,6,768,768
2,"CZ",1,2,2,106
2,"CZ",2,3,2,106
2,"CZ",3,4,2,106
2,"CZ",4,5,2,106
2,"CZ",5,6,2,106
3,"CZ",1,2,3,106
3,"CZ",2,3,3,106
3,"CZ",3,4,3,106
3,"CZ",4,5,3,106
3,"CZ",5,6,3,106
4,"CZ",1,2,4,106
4,"CZ",2,3,4,106
4,"CZ",3,4,4,106
4,"CZ",4,5,4,106
4,"CZ",5,6,4,106
6,"CZ",1,2,5,106
5,"CZ",2,3,5,106
6,"CZ",3,4,5,106
6,"CZ",4,5,5,106
6,"CZ",5,6,5,106
6,"CZ",1,2,6,106
6,"CZ",2,3,6,106
6,"CZ",3,4,6,106
6,"CZ",4,5,6,106
7,"CZ",5,6,6,106
8,"CZ",1,2,7,106
8,"CZ",2,3,7,106
7,"CZ",3,4,7,106
8,"CZ",4,5,7,106
8,"CZ",5,6,7,106
9,"CZ",1,2,8,106
9,"CZ",2,3,8,106
9,"CZ",3,4,8,106
8,"CZ",4,5,8,106
8,"CZ",5,6,8,106
11,"CZ",1,2,9,106
11,"CZ",2,3,9,106
10,"CZ",3,4,9,106
9,"CZ",4,5,9,106
9,"CZ",5,6,9,106
12,"CZ",1,2,10,106
12,"CZ",2,3,10,106
10,"CZ",3,4,10,106
10,"CZ",4,5,10,106
10,"CZ",5,6,10,106
13,"CZ",1,2,11,106
12,"CZ",2,3,11,106
11,"CZ",3,4,11,106
11,"CZ",4,5,11,106
11,"CZ",5,6,11,106
14,"CZ",1,2,12,106
12,"CZ",2,3,12,106
13,"CZ",3,4,12,106
12,"CZ",4,5,12,106
12,"CZ",5,6,12,106
15,"CZ",1,2,13,106
14,"CZ",2,3,13,106
13,"CZ",3,4,13,106
14,"CZ",4,5,13,106
13,"CZ",5,6,13,106
15,"CZ",1,2,14,106
15,"CZ",2,3,14,106
14,"CZ",3,4,14,106
15,"CZ",4,5,14,106
14,"CZ",5,6,14,106
16,"CZ",1,2,15,106
15,"CZ",2,3,15,106
16,"CZ",3,4,15,106
15,"CZ",4,5,15,106
16,"CZ",5,6,15,106
16,"CZ",1,2,16,106
17,"CZ",2,3,16,106
17,"CZ",3,4,16,106
16,"CZ",4,5,16,106
17,"CZ",5,6,16,106
17,"CZ",1,2,17,106
18,"CZ",2,3,17,106
17,"CZ",3,4,17,106
17,"CZ",4,5,17,106
17,"CZ",5,6,17,106
18,"CZ",1,2,18,106
19,"CZ",2,3,18,106
19,"CZ",3,4,18,106
18,"CZ",4,5,18,106
18,"CZ",5,6,18,106
20,"CZ",1,2,19,106
19,"CZ",2,3,19,106
20,"CZ",3,4,19,106
19,"CZ",4,5,19,106
19,"CZ",5,6,19,106
20,"CZ",1,2,20,106
21,"CZ",2,3,20,106
20,"CZ",3,4,20,106
20,"CZ",4,5,20,106
20,"CZ",5,6,20,106
22,"CZ",1,2,21,106
21,"CZ",2,3,21,106
21,"CZ",3,4,21,106
21,"CZ",4,5,21,106
21,"CZ",5,6,21,106
24,"CZ",1,2,22,106
22,"CZ",2,3,22,106
23,"CZ",3,4,22,106
22,"CZ",4,5,22,106
22,"CZ",5,6,22,106
25,"CZ",1,2,23,106
23,"CZ",2,3,23,106
23,"CZ",3,4,23,106
23,"CZ",4,5,23,106
24,"CZ",5,6,23,106
25,"CZ",1,2,24,106
24,"CZ",2,3,24,106
24,"CZ",3,4,24,106
25,"CZ",4,5,24,106
25,"CZ",5,6,24,106
26,"CZ",1,2,25,106
26,"CZ",2,3,25,106
25,"CZ",3,4,25,106
26,"CZ",4,5,25,106
25,"CZ",5,6,25,106
26,"CZ",1,2,26,106
27,"CZ",2,3,26,106
26,"CZ",3,4,26,106
26,"CZ",4,5,26,106
27,"CZ",5,6,26,106
28,"CZ",1,2,27,106
28,"CZ",2,3,27,106
27,"CZ",3,4,27,106
27,"CZ",4,5,27,106
27,"CZ",5,6,27,106
30,"CZ",1,2,28,106
28,"CZ",2,3,28,106
29,"CZ",3,4,28,106
28,"CZ",4,5,28,106
29,"CZ",5,6,28,106
31,"CZ",1,2,29,106
29,"CZ",2,3,29,106
30,"CZ",3,4,29,106
29,"CZ",4,5,29,106
29,"CZ",5,6,29,106
31,"CZ",1,2,30,106
31,"CZ",2,3,30,106
31,"CZ",3,4,30,106
31,"CZ",4,5,30,106
31,"CZ",5,6,30,106
32,"CZ",1,2,31,106
32,"CZ",2,3,31,106
32,"CZ",3,4,31,106
32,"CZ",4,5,31,106
32,"CZ",5,6,31,106
33,"CZ",1,2,32,106
33,"CZ",2,3,32,106
33,"CZ",3,4,32,106
33,"CZ",4,5,32,106
33,"CZ",5,6,32,106
34,"CZ",1,2,33,106
34,"CZ",2,3,33,106
34,"CZ",3,4,33,106
34,"CZ",4,5,33,106
33,"CZ",5,6,33,106
35,"CZ",1,2,34,106
34,"CZ",2,3,34,106
36,"CZ",3,4,34,106
34,"CZ",4,5,34,106
34,"CZ",5,6,34,106
36,"CZ",1,2,35,106
35,"CZ",2,3,35,106
37,"CZ",3,4,35,106
35,"CZ",4,5,35,106
35,"CZ",5,6,35,106
36,"CZ",1,2,36,106
36,"CZ",2,3,36,106
38,"CZ",3,4,36,106
37,"CZ",4,5,36,106
37,"CZ",5,6,36,106
38,"CZ",1,2,37,106
38,"CZ",2,3,37,106
39,"CZ",3,4,37,106
37,"CZ",4,5,37,106
38,"CZ",5,6,37,106
39,"CZ",1,2,38,106
38,"CZ",2,3,38,106
40,"CZ",3,4,38,106
39,"CZ",4,5,38,106
38,"CZ",5,6,38,106
40,"CZ",1,2,39,106
40,"CZ",2,3,39,106
40,"CZ",3,4,39,106
39,"CZ",4,5,39,106
40,"CZ",5,6,39,106
41,"CZ",1,2,40,106
41,"CZ",2,3,40,106
41,"CZ",3,4,40,106
40,"CZ",4,5,40,106
40,"CZ",5,6,40,106
43,"CZ",1,2,41,106
43,"CZ",2,3,41,106
42,"CZ",3,4,41,106
42,"CZ",4,5,41,106
41,"CZ",5,6,41,106
43,"CZ",1,2,42,106
44,"CZ",2,3,42,106
43,"CZ",3,4,42,106
43,"CZ",4,5,42,106
42,"CZ",5,6,42,106
44,"CZ",1,2,43,106
45,"CZ",2,3,43,106
44,"CZ",3,4,43,106
43,"CZ",4,5,43,106
43,"CZ",5,6,43,106
46,"CZ",1,2,44,106
46,"CZ",2,3,44,106
46,"CZ",3,4,44,106
45,"CZ",4,5,44,106
44,"CZ",5,6,44,106
46,"CZ",1,2,45,106
48,"CZ",2,3,45,106
46,"CZ",3,4,45,106
45,"CZ",4,5,45,106
46,"CZ",5,6,45,106
48,"CZ",1,2,46,106
48,"CZ",2,3,46,106
48,"CZ",3,4,46,106
47,"CZ",4,5,46,106
47,"CZ",5,6,46,106
48,"CZ",1,2,47,106
49,"CZ",2,3,47,106
50,"CZ",3,4,47,106
47,"CZ",4,5,47,106
48,"CZ",5,6,47,106
49,"CZ",1,2,48,106
49,"CZ",2,3,48,106
50,"CZ",3,4,48,106
48,"CZ",4,5,48,106
48,"CZ",5,6,48,106
50,"CZ",1,2,49,106
50,"CZ",2,3,49,106
